装等,entry,旧名称,新名称,槽位,定位
240,100532,泰坦·霜魂巨剑无瑕,祖达克之阔剑,双手武器,力量输出
240,100533,星界·苍穹法杖洞察,寒冰皇冠权杖,双手武器,法系输出
240,100534,星界·苍穹法杖迅捷,铸魂者之手杖,双手武器,法系输出
240,100535,星界·苍穹法杖破阵,山岳守望权杖,双手武器,法系输出
240,100536,星界·苍穹法杖无瑕,死亡骑士之秘杖,双手武器,法系输出
240,100537,圣愈·苍穹法杖洞察,生命法杖,双手武器,治疗
240,100538,圣愈·苍穹法杖迅捷,血月冻结权杖,双手武器,治疗
240,100539,圣愈·苍穹法杖破阵,青铜·权杖,双手武器,治疗
240,100540,圣愈·苍穹法杖无瑕,先知权杖,双手武器,治疗
240,100541,风行·苍穹法杖洞察,铁炉堡之神杖,双手武器,敏捷输出
240,100542,风行·苍穹法杖迅捷,余烬之手杖,双手武器,敏捷输出
240,100543,风行·苍穹法杖破阵,夜幕秘杖,双手武器,敏捷输出
240,100544,风行·风暴拳刃洞察,天启缚龙铁拳,主手武器,敏捷输出
240,100545,风行·风暴拳刃迅捷,御风利爪,主手武器,敏捷输出
240,100546,风行·风暴拳刃破阵,风暴领主利爪,主手武器,敏捷输出
240,100547,风行·风暴拳刃左契洞察,余烬拳套,副手武器,敏捷输出
240,100548,风行·风暴拳刃左契迅捷,星陨镇渊拳刃,副手武器,敏捷输出
240,100549,风行·风暴拳刃左契破阵,峥嵘铁拳,副手武器,敏捷输出
240,100550,风行·暮影匕首洞察,暮光审判官尖刺,主手武器,敏捷输出
240,100551,风行·暮影匕首迅捷,缚霜者之刺刀,主手武器,敏捷输出
240,100552,风行·暮影匕首破阵,燃烬者尖刺,主手武器,敏捷输出
240,100553,星界·暮影匕首洞察,远征军之尖刺,主手武器,法系输出
240,100554,星界·暮影匕首迅捷,紫电短刃,主手武器,法系输出
240,100555,星界·暮影匕首破阵,寒霜短刃,主手武器,法系输出
240,100556,圣愈·暮影匕首洞察,万法王之短刃,主手武器,治疗
240,100557,圣愈·暮影匕首迅捷,秘银之利刃,主手武器,治疗
240,100558,圣愈·暮影匕首破阵,山岳尖刺,主手武器,治疗
240,100559,风行·暮影匕首左契洞察,掠影短刃,副手武器,敏捷输出
240,100560,风行·暮影匕首左契迅捷,刀锋山刺刀,副手武器,敏捷输出
240,100561,风行·暮影匕首左契破阵,星语者短刃,副手武器,敏捷输出
240,100562,风行·回旋飞刃洞察,黑暗神殿之标枪,投掷武器,敏捷输出
240,100563,风行·回旋飞刃迅捷,穿云标枪,投掷武器,敏捷输出
240,100564,风行·回旋飞刃破阵,森罗回响飞斧,投掷武器,敏捷输出
240,100565,风行·风行重弩洞察,镇渊重弩,远程武器,敏捷输出
240,100566,风行·风行重弩迅捷,守护弩炮,远程武器,敏捷输出
240,100567,风行·风行重弩破阵,霜痕·重弩,远程武器,敏捷输出
240,100568,风行·风行重弩无瑕,涅槃镇压重弩,远程武器,敏捷输出
240,100569,星界·星辉魔杖洞察,守望者之星珠,远程武器,法系输出
240,100570,星界·星辉魔杖迅捷,天启者之咒珠,远程武器,法系输出
240,100571,星界·星辉魔杖破阵,新月断空灵珠,远程武器,法系输出
240,100572,星界·星辉魔杖无瑕,紫电之咒珠,远程武器,法系输出
240,100573,圣愈·星辉魔杖洞察,冻结咒珠,远程武器,治疗
240,100574,圣愈·星辉魔杖迅捷,生命星珠,远程武器,治疗
240,100575,圣愈·星辉魔杖破阵,救赎灵珠,远程武器,治疗
240,100576,圣愈·星辉魔杖无瑕,寒冰皇冠法珠,远程武器,治疗
240,100577,猎影·泰坦重锤洞察,迅影巨锤,双手武器,猫德
240,100578,猎影·泰坦重锤迅捷,疾影重锤,双手武器,猫德
240,100579,猎影·破阵长戟洞察,屠龙者之长矛,双手武器,猫德
240,100580,猎影·破阵长戟迅捷,泰坦监护者长枪,双手武器,猫德
240,100581,猎影·破阵长戟破阵,疾影长矛,双手武器,猫德
240,100582,猎影·苍穹法杖洞察,生长降世秘杖,双手武器,猫德
240,100583,猎影·苍穹法杖迅捷,新月·手杖,双手武器,猫德
240,100584,猎影·苍穹法杖破阵,天火之秘杖,双手武器,猫德
240,100585,大地·泰坦重锤洞察,暮光之巨锤,双手武器,熊T
240,100586,大地·泰坦重锤迅捷,奥妮克希亚破甲锤,双手武器,熊T
240,100587,大地·破阵长戟洞察,烈焰之长矛,双手武器,熊T
240,100588,大地·破阵长戟迅捷,守护者之长枪,双手武器,熊T
240,100589,大地·破阵长戟破阵,星陨焚烧战戟,双手武器,熊T
240,100590,大地·苍穹法杖洞察,镇魂使之法杖,双手武器,熊T
240,100591,大地·苍穹法杖迅捷,失落·神杖,双手武器,熊T
240,100592,大地·苍穹法杖破阵,星海·神杖,双手武器,熊T
250,100593,寰宇·星纱冠冕洞察,嚎风峡湾静潮兜帽,头部,法系输出
250,100594,寰宇·星纱冠冕迅捷,寒霜惊涛兜帽,头部,法系输出
250,100595,寰宇·星纱冠冕破阵,凛冬兜帽,头部,法系输出
250,100596,寰宇·星纱冠冕无瑕,通灵学院头饰,头部,法系输出
250,100597,寰宇·星纱肩卫洞察,圣殿骑士之衬肩,肩部,法系输出
250,100598,寰宇·星纱肩卫迅捷,肩巾·星环,肩部,法系输出
250,100599,寰宇·星纱肩卫破阵,降世肩巾,肩部,法系输出
250,100600,寰宇·星纱肩卫无瑕,肩巾·神恩,肩部,法系输出
250,100601,寰宇·星纱法衣洞察,希利苏斯青铜法衣,胸部,法系输出
250,100602,寰宇·星纱法衣迅捷,时空·外衣,胸部,法系输出
250,100603,寰宇·星纱法衣破阵,神祇御风法衣,胸部,法系输出
250,100604,寰宇·星纱法衣无瑕,霜裔破天衣袍,胸部,法系输出
250,100605,寰宇·星纱束带洞察,哀嚎洞穴源质腰链,腰部,法系输出
250,100606,寰宇·星纱束带迅捷,暮星守望腰带,腰部,法系输出
250,100607,寰宇·星纱束带破阵,奥义腰链,腰部,法系输出
250,100608,寰宇·星纱束带无瑕,追猎者束带,腰部,法系输出
250,100609,寰宇·星纱腿卫洞察,咒术战裙,腿部,法系输出
250,100610,寰宇·星纱腿卫迅捷,时空之腿甲,腿部,法系输出
250,100611,寰宇·星纱腿卫破阵,破云长裤,腿部,法系输出
250,100612,寰宇·星纱腿卫无瑕,腿甲·炽焰,腿部,法系输出
250,100613,寰宇·星纱战靴洞察,幻光·护足,脚部,法系输出
250,100614,寰宇·星纱战靴迅捷,冲击布靴,脚部,法系输出
250,100615,寰宇·星纱战靴破阵,足具·恒金,脚部,法系输出
250,100616,寰宇·星纱战靴无瑕,泰坦监护者护足,脚部,法系输出
250,100617,寰宇·星纱腕轮洞察,护臂·星陨,腕部,法系输出
250,100618,寰宇·星纱腕轮迅捷,轮回之护腕,腕部,法系输出
250,100619,寰宇·星纱腕轮破阵,星界腕轮,腕部,法系输出
250,100620,寰宇·星纱腕轮无瑕,费伍德天轨护臂,腕部,法系输出
250,100621,寰宇·星纱护手洞察,手甲·星环,手部,法系输出
250,100622,寰宇·星纱护手迅捷,神祇之手甲,手部,法系输出
250,100623,寰宇·星纱护手破阵,黎明·手甲,手部,法系输出
250,100624,寰宇·星纱护手无瑕,奥妮克希亚之护手,手部,法系输出
250,100625,寰宇·荒野冠冕洞察,祖尔格拉布炽焰兜帽,头部,法系输出
250,100626,寰宇·荒野冠冕迅捷,照夜战盔,头部,法系输出
250,100627,寰宇·荒野冠冕破阵,风暴峭壁秩序兜帽,头部,法系输出
250,100628,寰宇·荒野冠冕无瑕,命轮·兜帽,头部,法系输出
250,100629,寰宇·荒野肩卫洞察,肩卫·星芒,肩部,法系输出
250,100630,寰宇·荒野肩卫迅捷,星语者驭雷肩卫,肩部,法系输出
250,100631,寰宇·荒野肩卫破阵,咒术肩卫,肩部,法系输出
250,100632,寰宇·荒野肩卫无瑕,幻影之肩甲,肩部,法系输出
250,100633,寰宇·荒野法衣洞察,剃刀高地之胸甲,胸部,法系输出
250,100634,寰宇·荒野法衣迅捷,洪荒裁断战衣,胸部,法系输出
250,100635,寰宇·荒野法衣破阵,山岳护甲,胸部,法系输出
250,100636,寰宇·荒野法衣无瑕,破晓者穿云护胸,胸部,法系输出
250,100637,寰宇·荒野束带洞察,灰熊丘陵之腰带,腰部,法系输出
250,100638,寰宇·荒野束带迅捷,咒术扣带,腰部,法系输出
250,100639,寰宇·荒野束带破阵,灰熊丘陵腰带,腰部,法系输出
250,100640,寰宇·荒野束带无瑕,奥术·腰带,腰部,法系输出
250,100641,寰宇·荒野腿卫洞察,洪荒护腿,腿部,法系输出
250,100642,寰宇·荒野腿卫迅捷,深渊腿铠,腿部,法系输出
250,100643,寰宇·荒野腿卫破阵,星界护腿,腿部,法系输出
250,100644,寰宇·荒野腿卫无瑕,织法者战裙,腿部,法系输出
250,100645,寰宇·荒野战靴洞察,镇海踏靴,脚部,法系输出
250,100646,寰宇·荒野战靴迅捷,破天足甲,脚部,法系输出
250,100647,寰宇·荒野战靴破阵,青霜护足,脚部,法系输出
250,100648,寰宇·荒野战靴无瑕,群星·踏靴,脚部,法系输出
250,100649,寰宇·荒野腕轮洞察,屠龙者护臂,腕部,法系输出
250,100650,寰宇·荒野腕轮迅捷,追猎者回响臂甲,腕部,法系输出
250,100651,寰宇·荒野腕轮破阵,泰坦监护者净世臂甲,腕部,法系输出
250,100652,寰宇·荒野腕轮无瑕,不朽·臂甲,腕部,法系输出
250,100653,寰宇·荒野护手洞察,命轮之护手,手部,法系输出
250,100654,寰宇·荒野护手迅捷,手套·星陨,手部,法系输出
250,100655,寰宇·荒野护手破阵,暮光审判官之护手,手部,法系输出
250,100656,寰宇·荒野护手无瑕,先驱者镇世手甲,手部,法系输出
250,100657,寰宇·雷纹冠冕洞察,唤潮者净世兜帽,头部,法系输出
250,100658,寰宇·雷纹冠冕迅捷,安其拉荣光头盔,头部,法系输出
250,100659,寰宇·雷纹冠冕破阵,源质之面甲,头部,法系输出
250,100660,寰宇·雷纹冠冕无瑕,霜痕·兜帽,头部,法系输出
250,100661,寰宇·雷纹肩卫洞察,冬泉谷幻光披肩,肩部,法系输出
250,100662,寰宇·雷纹肩卫迅捷,暗影降世肩铠,肩部,法系输出
250,100663,寰宇·雷纹肩卫破阵,黑暗神殿泰坦肩卫,肩部,法系输出
250,100664,寰宇·雷纹肩卫无瑕,苍翠·披肩,肩部,法系输出
250,100665,寰宇·雷纹法衣洞察,战衣·星海,胸部,法系输出
250,100666,寰宇·雷纹法衣迅捷,符文大师护胸,胸部,法系输出
250,100667,寰宇·雷纹法衣破阵,永夜残月战衣,胸部,法系输出
250,100668,寰宇·雷纹法衣无瑕,大领主护胸,胸部,法系输出
250,100669,寰宇·雷纹束带洞察,潜行者扣带,腰部,法系输出
250,100670,寰宇·雷纹束带迅捷,雷霆崖之腰甲,腰部,法系输出
250,100671,寰宇·雷纹束带破阵,魔能战带,腰部,法系输出
250,100672,寰宇·雷纹束带无瑕,净世腰甲,腰部,法系输出
250,100673,寰宇·雷纹腿卫洞察,铸魂者腿甲,腿部,法系输出
250,100674,寰宇·雷纹腿卫迅捷,失落·腿铠,腿部,法系输出
250,100675,寰宇·雷纹腿卫破阵,暮光腿甲,腿部,法系输出
250,100676,寰宇·雷纹腿卫无瑕,冬泉谷之战裙,腿部,法系输出
250,100677,寰宇·雷纹战靴洞察,灵能护足,脚部,法系输出
250,100678,寰宇·雷纹战靴迅捷,祖尔格拉布之护足,脚部,法系输出
250,100679,寰宇·雷纹战靴破阵,织法者之踏靴,脚部,法系输出
250,100680,寰宇·雷纹战靴无瑕,破云踏靴,脚部,法系输出
250,100681,寰宇·雷纹腕轮洞察,群星·臂甲,腕部,法系输出
250,100682,寰宇·雷纹腕轮迅捷,冲击臂甲,腕部,法系输出
250,100683,寰宇·雷纹腕轮破阵,嚎风峡湾腕铠,腕部,法系输出
250,100684,寰宇·雷纹腕轮无瑕,驭雷者冲击臂甲,腕部,法系输出
250,100685,寰宇·雷纹护手洞察,苍翠御风拳甲,手部,法系输出
250,100686,寰宇·雷纹护手迅捷,黑暗神殿之手套,手部,法系输出
250,100687,寰宇·雷纹护手破阵,幻光临世拳甲,手部,法系输出
250,100688,寰宇·雷纹护手无瑕,护手·深渊,手部,法系输出
250,100689,寰宇·王庭冠冕洞察,破晓·战盔,头部,法系输出
250,100690,寰宇·王庭冠冕迅捷,破云战盔,头部,法系输出
250,100691,寰宇·王庭冠冕破阵,巨魔祭司镇压头冠,头部,法系输出
250,100692,寰宇·王庭冠冕无瑕,希利苏斯极光面甲,头部,法系输出
250,100693,寰宇·王庭肩卫洞察,哀嚎洞穴肩胄,肩部,法系输出
250,100694,寰宇·王庭肩卫迅捷,星语者冻结肩胄,肩部,法系输出
250,100695,寰宇·王庭肩卫破阵,源质穿云肩卫,肩部,法系输出
250,100696,寰宇·王庭肩卫无瑕,肩甲·深渊,肩部,法系输出
250,100697,寰宇·王庭胸铠洞察,诅咒之地之胸铠,胸部,法系输出
250,100698,寰宇·王庭胸铠迅捷,群星·胸铠,胸部,法系输出
250,100699,寰宇·王庭胸铠破阵,灰熊丘陵星云战衣,胸部,法系输出
250,100700,寰宇·王庭胸铠无瑕,生命守护胸甲,胸部,法系输出
250,100701,寰宇·王庭束带洞察,幻光腰铠,腰部,法系输出
250,100702,寰宇·王庭束带迅捷,卡拉赞命运战带,腰部,法系输出
250,100703,寰宇·王庭束带破阵,暮光审判官裂地扣带,腰部,法系输出
250,100704,寰宇·王庭束带无瑕,追猎者腰铠,腰部,法系输出
250,100705,寰宇·王庭腿卫洞察,生长腿胄,腿部,法系输出
250,100706,寰宇·王庭腿卫迅捷,诅咒之城梦境腿铠,腿部,法系输出
250,100707,寰宇·王庭腿卫破阵,泰坦监护者腿甲,腿部,法系输出
250,100708,寰宇·王庭腿卫无瑕,索拉查腿铠,腿部,法系输出
250,100709,寰宇·王庭战靴洞察,冬泉谷紫电足铠,脚部,法系输出
250,100710,寰宇·王庭战靴迅捷,安其拉之护足,脚部,法系输出
250,100711,寰宇·王庭战靴破阵,潜行者之战靴,脚部,法系输出
250,100712,寰宇·王庭战靴无瑕,嚎风峡湾之踏靴,脚部,法系输出
250,100713,寰宇·王庭腕轮洞察,自然裁断腕甲,腕部,法系输出
250,100714,寰宇·王庭腕轮迅捷,幻光腕铠,腕部,法系输出
250,100715,寰宇·王庭腕轮破阵,雷霆崖之臂甲,腕部,法系输出
250,100716,寰宇·王庭腕轮无瑕,洪荒镇压腕铠,腕部,法系输出
250,100717,寰宇·王庭护手洞察,星语者擎天护手,手部,法系输出
250,100718,寰宇·王庭护手迅捷,潜行者之臂铠,手部,法系输出
250,100719,寰宇·王庭护手破阵,手甲·霜裔,手部,法系输出
250,100720,寰宇·王庭护手无瑕,幻光碎星拳甲,手部,法系输出
250,100721,圣辉·星纱冠冕洞察,苍翠·头巾,头部,治疗
250,100722,圣辉·星纱冠冕迅捷,红龙军团之头饰,头部,治疗
250,100723,圣辉·星纱冠冕破阵,庇护头饰,头部,治疗
250,100724,圣辉·星纱冠冕无瑕,万法王冻结面罩,头部,治疗
250,100725,圣辉·星纱肩卫洞察,冲击衬肩,肩部,治疗
250,100726,圣辉·星纱肩卫迅捷,亘古裂地肩巾,肩部,治疗
250,100727,圣辉·星纱肩卫破阵,战争领主镇压披肩,肩部,治疗
250,100728,圣辉·星纱肩卫无瑕,肩巾·暮光,肩部,治疗
250,100729,圣辉·星纱法衣洞察,镇世外衣,胸部,治疗
250,100730,圣辉·星纱法衣迅捷,庇护外衣,胸部,治疗
250,100731,圣辉·星纱法衣破阵,暮星之衣袍,胸部,治疗
250,100732,圣辉·星纱法衣无瑕,大领主之外衣,胸部,治疗
250,100733,圣辉·星纱束带洞察,冰封束腰,腰部,治疗
250,100734,圣辉·星纱束带迅捷,穿云束腰,腰部,治疗
250,100735,圣辉·星纱束带破阵,混沌之腰链,腰部,治疗
250,100736,圣辉·星纱束带无瑕,诅咒之城束带,腰部,治疗
250,100737,圣辉·星纱腿卫洞察,深渊长裤,腿部,治疗
250,100738,圣辉·星纱腿卫迅捷,长裤·暮光,腿部,治疗
250,100739,圣辉·星纱腿卫破阵,暮光降临长裤,腿部,治疗
250,100740,圣辉·星纱腿卫无瑕,幽暗城星云裤腿,腿部,治疗
250,100741,圣辉·星纱战靴洞察,银色北伐军之护足,脚部,治疗
250,100742,圣辉·星纱战靴迅捷,纯净足具,脚部,治疗
250,100743,圣辉·星纱战靴破阵,铸魂者之足具,脚部,治疗
250,100744,圣辉·星纱战靴无瑕,幻影之布靴,脚部,治疗
250,100745,圣辉·星纱腕轮洞察,希利苏斯奥术护臂,腕部,治疗
250,100746,圣辉·星纱腕轮迅捷,深渊护臂,腕部,治疗
250,100747,圣辉·星纱腕轮破阵,金曦护臂,腕部,治疗
250,100748,圣辉·星纱腕轮无瑕,银月城之护臂,腕部,治疗
250,100749,圣辉·星纱护手洞察,剃刀高地手饰,手部,治疗
250,100750,圣辉·星纱护手迅捷,驭雷者之手甲,手部,治疗
250,100751,圣辉·星纱护手破阵,屠龙者手套,手部,治疗
250,100752,圣辉·星纱护手无瑕,仲裁者之手套,手部,治疗
250,100753,圣辉·荒野冠冕洞察,泰坦·兜帽,头部,治疗
250,100754,圣辉·荒野冠冕迅捷,赞加沼泽之头冠,头部,治疗
250,100755,圣辉·荒野冠冕破阵,镇魂使临世面甲,头部,治疗
250,100756,圣辉·荒野冠冕无瑕,星轨面甲,头部,治疗
250,100757,圣辉·荒野肩卫洞察,日蚀·肩铠,肩部,治疗
250,100758,圣辉·荒野肩卫迅捷,秘法之肩铠,肩部,治疗
250,100759,圣辉·荒野肩卫破阵,血月·肩卫,肩部,治疗
250,100760,圣辉·荒野肩卫无瑕,圣贤披肩,肩部,治疗
250,100761,圣辉·荒野法衣洞察,银色北伐军护甲,胸部,治疗
250,100762,圣辉·荒野法衣迅捷,护胸·静潮,胸部,治疗
250,100763,圣辉·荒野法衣破阵,霸主之护甲,胸部,治疗
250,100764,圣辉·荒野法衣无瑕,血色修道院晨辉胸甲,胸部,治疗
250,100765,圣辉·荒野束带洞察,腰甲·霜痕,腰部,治疗
250,100766,圣辉·荒野束带迅捷,影月谷龙骨扣带,腰部,治疗
250,100767,圣辉·荒野束带破阵,冬拥湖亘古腰带,腰部,治疗
250,100768,圣辉·荒野束带无瑕,万法王扣带,腰部,治疗
250,100769,圣辉·荒野腿卫洞察,炽焰之战裙,腿部,治疗
250,100770,圣辉·荒野腿卫迅捷,祖尔格拉布之战裙,腿部,治疗
250,100771,圣辉·荒野腿卫破阵,复苏腿甲,腿部,治疗
250,100772,圣辉·荒野腿卫无瑕,腿铠·泰坦,腿部,治疗
250,100773,圣辉·荒野战靴洞察,踏靴·虚空,脚部,治疗
250,100774,圣辉·荒野战靴迅捷,余烬护足,脚部,治疗
250,100775,圣辉·荒野战靴破阵,蚀日足甲,脚部,治疗
250,100776,圣辉·荒野战靴无瑕,逐日者之护足,脚部,治疗
250,100777,圣辉·荒野腕轮洞察,命运·臂甲,腕部,治疗
250,100778,圣辉·荒野腕轮迅捷,镇世臂甲,腕部,治疗
250,100779,圣辉·荒野腕轮破阵,焚烧护腕,腕部,治疗
250,100780,圣辉·荒野腕轮无瑕,风暴峭壁护腕,腕部,治疗
250,100781,圣辉·荒野护手洞察,通灵学院拳甲,手部,治疗
250,100782,圣辉·荒野护手迅捷,裂地拳甲,手部,治疗
250,100783,圣辉·荒野护手破阵,燃烬者拳甲,手部,治疗
250,100784,圣辉·荒野护手无瑕,峥嵘镇世手套,手部,治疗
250,100785,圣辉·雷纹冠冕洞察,兜帽·赤焰,头部,治疗
250,100786,圣辉·雷纹冠冕迅捷,回春头盔,头部,治疗
250,100787,圣辉·雷纹冠冕破阵,救赎战盔,头部,治疗
250,100788,圣辉·雷纹冠冕无瑕,圣辉焚天战盔,头部,治疗
250,100789,圣辉·雷纹肩卫洞察,红龙冲击肩卫,肩部,治疗
250,100790,圣辉·雷纹肩卫迅捷,晶歌森林之肩铠,肩部,治疗
250,100791,圣辉·雷纹肩卫破阵,命运·肩铠,肩部,治疗
250,100792,圣辉·雷纹肩卫无瑕,刀锋山肩铠,肩部,治疗
250,100793,圣辉·雷纹法衣洞察,战衣·烈日,胸部,治疗
250,100794,圣辉·雷纹法衣迅捷,霜狼酋长破界战衣,胸部,治疗
250,100795,圣辉·雷纹法衣破阵,太古擎天胸甲,胸部,治疗
250,100796,圣辉·雷纹法衣无瑕,胸甲·洪荒,胸部,治疗
250,100797,圣辉·雷纹束带洞察,织法者扣带,腰部,治疗
250,100798,圣辉·雷纹束带迅捷,自然扣带,腰部,治疗
250,100799,圣辉·雷纹束带破阵,圣殿骑士之腰带,腰部,治疗
250,100800,圣辉·雷纹束带无瑕,净世扣带,腰部,治疗
250,100801,圣辉·雷纹腿卫洞察,铁炉堡之护腿,腿部,治疗
250,100802,圣辉·雷纹腿卫迅捷,镇魂使护腿,腿部,治疗
250,100803,圣辉·雷纹腿卫破阵,腿铠·星海,腿部,治疗
250,100804,圣辉·雷纹腿卫无瑕,青铜龙擎天战裙,腿部,治疗
250,100805,圣辉·雷纹战靴洞察,救赎踏靴,脚部,治疗
250,100806,圣辉·雷纹战靴迅捷,黑锋骑士守护战靴,脚部,治疗
250,100807,圣辉·雷纹战靴破阵,龙骨荒野战靴,脚部,治疗
250,100808,圣辉·雷纹战靴无瑕,唤星者断岳踏靴,脚部,治疗
250,100809,圣辉·雷纹腕轮洞察,血精灵魔导师裁断腕铠,腕部,治疗
250,100810,圣辉·雷纹腕轮迅捷,护腕·雷霆,腕部,治疗
250,100811,圣辉·雷纹腕轮破阵,惊涛腕铠,腕部,治疗
250,100812,圣辉·雷纹腕轮无瑕,日蚀臂甲,腕部,治疗
250,100813,圣辉·雷纹护手洞察,寒冰皇冠破晓手甲,手部,治疗
250,100814,圣辉·雷纹护手迅捷,晨辉手套,手部,治疗
250,100815,圣辉·雷纹护手破阵,临世护手,手部,治疗
250,100816,圣辉·雷纹护手无瑕,红龙军团之手甲,手部,治疗
250,100817,圣辉·王庭冠冕洞察,战盔·秘银,头部,治疗
250,100818,圣辉·王庭冠冕迅捷,黑翼之巢面罩,头部,治疗
250,100819,圣辉·王庭冠冕破阵,仁心面罩,头部,治疗
250,100820,圣辉·王庭冠冕无瑕,晶歌森林幻影头冠,头部,治疗
250,100821,圣辉·王庭肩卫洞察,雷霆·肩铠,肩部,治疗
250,100822,圣辉·王庭肩卫迅捷,青铜裂地肩甲,肩部,治疗
250,100823,圣辉·王庭肩卫破阵,极光·肩卫,肩部,治疗
250,100824,圣辉·王庭肩卫无瑕,远征军御风肩卫,肩部,治疗
250,100825,圣辉·王庭胸铠洞察,救赎胸铠,胸部,治疗
250,100826,圣辉·王庭胸铠迅捷,战衣·龙焰,胸部,治疗
250,100827,圣辉·王庭胸铠破阵,胸铠·精金,胸部,治疗
250,100828,圣辉·王庭胸铠无瑕,屠龙者之胸铠,胸部,治疗
250,100829,圣辉·王庭束带洞察,暗影·腰甲,腰部,治疗
250,100830,圣辉·王庭束带迅捷,命轮·腰铠,腰部,治疗
250,100831,圣辉·王庭束带破阵,海加尔山腰铠,腰部,治疗
250,100832,圣辉·王庭束带无瑕,洪荒腰甲,腰部,治疗
250,100833,圣辉·王庭腿卫洞察,幻影之腿胄,腿部,治疗
250,100834,圣辉·王庭腿卫迅捷,青铜龙腿甲,腿部,治疗
250,100835,圣辉·王庭腿卫破阵,征途冻结腿铠,腿部,治疗
250,100836,圣辉·王庭腿卫无瑕,海加尔山夜幕腿甲,腿部,治疗
250,100837,圣辉·王庭战靴洞察,复苏·护足,脚部,治疗
250,100838,圣辉·王庭战靴迅捷,魔铁踏靴,脚部,治疗
250,100839,圣辉·王庭战靴破阵,灵光碎星足铠,脚部,治疗
250,100840,圣辉·王庭战靴无瑕,幽魂之地之战靴,脚部,治疗
250,100841,圣辉·王庭腕轮洞察,石爪山赤焰腕甲,腕部,治疗
250,100842,圣辉·王庭腕轮迅捷,唤星者照夜腕甲,腕部,治疗
250,100843,圣辉·王庭腕轮破阵,苍白驭雷腕铠,腕部,治疗
250,100844,圣辉·王庭腕轮无瑕,风暴峭壁之腕甲,腕部,治疗
250,100845,圣辉·王庭护手洞察,峥嵘·拳甲,手部,治疗
250,100846,圣辉·王庭护手迅捷,祖尔法拉克之拳甲,手部,治疗
250,100847,圣辉·王庭护手破阵,凛冽手甲,手部,治疗
250,100848,圣辉·王庭护手无瑕,手甲·无尽,手部,治疗
250,100849,逐星·荒野冠冕洞察,玄铁·兜帽,头部,敏捷输出
250,100850,逐星·荒野冠冕迅捷,降世战盔,头部,敏捷输出
250,100851,逐星·荒野冠冕破阵,哀嚎洞穴头盔,头部,敏捷输出
250,100852,逐星·荒野冠冕无瑕,亘古·头盔,头部,敏捷输出
250,100853,逐星·荒野肩卫洞察,峥嵘之披肩,肩部,敏捷输出
250,100854,逐星·荒野肩卫迅捷,卡拉赞秘法肩卫,肩部,敏捷输出
250,100855,逐星·荒野肩卫破阵,唤星者镇岳肩卫,肩部,敏捷输出
250,100856,逐星·荒野肩卫无瑕,镇魂使裂云肩卫,肩部,敏捷输出
250,100857,逐星·荒野胸铠洞察,永夜星云胸甲,胸部,敏捷输出
250,100858,逐星·荒野胸铠迅捷,护胸·生命,胸部,敏捷输出
250,100859,逐星·荒野胸铠破阵,霸主护胸,胸部,敏捷输出
250,100860,逐星·荒野胸铠无瑕,天启破天胸甲,胸部,敏捷输出
250,100861,逐星·荒野束带洞察,远征军镇渊腰带,腰部,敏捷输出
250,100862,逐星·荒野束带迅捷,烈焰腰带,腰部,敏捷输出
250,100863,逐星·荒野束带破阵,凛冬·腰带,腰部,敏捷输出
250,100864,逐星·荒野束带无瑕,红龙之腰甲,腰部,敏捷输出
250,100865,逐星·荒野腿卫洞察,星轨战裙,腿部,敏捷输出
250,100866,逐星·荒野腿卫迅捷,黎明裁断腿甲,腿部,敏捷输出
250,100867,逐星·荒野腿卫破阵,斯坦索姆腿铠,腿部,敏捷输出
250,100868,逐星·荒野腿卫无瑕,雷霆崖梦境腿铠,腿部,敏捷输出
250,100869,逐星·荒野战靴洞察,圣辉之足甲,脚部,敏捷输出
250,100870,逐星·荒野战靴迅捷,黑翼之巢星轨战靴,脚部,敏捷输出
250,100871,逐星·荒野战靴破阵,死亡骑士之踏靴,脚部,敏捷输出
250,100872,逐星·荒野战靴无瑕,峥嵘破夜踏靴,脚部,敏捷输出
250,100873,逐星·荒野腕轮洞察,凛冬·护臂,腕部,敏捷输出
250,100874,逐星·荒野腕轮迅捷,凛冽之护腕,腕部,敏捷输出
250,100875,逐星·荒野腕轮破阵,追猎臂甲,腕部,敏捷输出
250,100876,逐星·荒野腕轮无瑕,洪荒护臂,腕部,敏捷输出
250,100877,逐星·荒野护手洞察,手套·灰烬,手部,敏捷输出
250,100878,逐星·荒野护手迅捷,镇岳手套,手部,敏捷输出
250,100879,逐星·荒野护手破阵,星语者拳甲,手部,敏捷输出
250,100880,逐星·荒野护手无瑕,翡翠驭天拳甲,手部,敏捷输出
250,100881,逐星·雷纹冠冕洞察,生长降世战盔,头部,敏捷输出
250,100882,逐星·雷纹冠冕迅捷,艾萨拉之头冠,头部,敏捷输出
250,100883,逐星·雷纹冠冕破阵,兜帽·余烬,头部,敏捷输出
250,100884,逐星·雷纹冠冕无瑕,掠影兜帽,头部,敏捷输出
250,100885,逐星·雷纹肩卫洞察,涅槃之肩卫,肩部,敏捷输出
250,100886,逐星·雷纹肩卫迅捷,破军者肩甲,肩部,敏捷输出
250,100887,逐星·雷纹肩卫破阵,魔铁肩铠,肩部,敏捷输出
250,100888,逐星·雷纹肩卫无瑕,海加尔山之肩甲,肩部,敏捷输出
